Rk,Player,Att,Tgt,Fmb,TD,Touch,Day,G#,Week,Date,Age,Team,,Opp,Result,Touch,TotOff,YScm,APYd,RtY,Fmb,FR,Yds,FRTD,FF,Att,Yds,Y/A,TD,1D,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Pos.,Draft,-9999
96,Trayveon Williams,1,1,0,0,2,Sun,13,14,12/11/2022,25-054,CIN,,CLE,W 23-10,2,2,8,8,0,0,0,0,0,0,1,2,2,0,,1,1,6,6,0,100,6,,0,0,0,,0,0,,0,0,0,RB,6-182,WillTr06
97,Trayveon Williams,1,0,0,0,1,Sun,12,13,12/4/2022,25-047,CIN,,KAN,W 27-24,1,3,3,46,27,0,0,16,0,0,1,3,3,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,6-182,WillTr06
98,Trayveon Williams,2,1,0,0,3,Sun,11,12,11/27/2022,25-040,CIN,@,TEN,W 20-16,3,18,42,56,14,0,0,0,0,0,2,18,9,0,1,1,1,24,24,0,100,24,1,0,0,0,,0,0,,0,0,0,RB,6-182,WillTr06
99,Trayveon Williams,2,1,0,0,2,Sun,10,11,11/20/2022,25-033,CIN,@,PIT,W 37-30,2,7,7,131,124,0,0,0,0,0,2,7,3.5,0,,1,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,RB,6-182,WillTr06
100,Mike Williams,0,5,0,0,4,Sun,17,18,1/8/2023,28-096,LAC,@,DEN,L 28-31,4,0,32,32,0,0,0,0,0,0,0,0,,0,0,5,4,32,8,0,80,6.4,1,0,0,0,,0,0,,0,0,0,WR,7-Jan,WillMi07
101,Mike Williams,0,10,0,0,7,Sun,16,17,1/1/2023,28-089,LAC,,LAR,W 31-10,7,0,94,94,0,0,0,0,0,0,0,0,,0,0,10,7,94,13.4,0,70,9.4,4,0,0,0,,0,0,,0,0,0,WR,7-Jan,WillMi07
102,Mike Williams,0,4,0,0,4,Mon,15,16,12/26/2022,28-083,LAC,@,IND,W 20-3,4,0,76,76,0,0,0,0,0,0,0,0,,0,0,4,4,76,19,0,100,19,4,0,0,0,,0,0,,0,0,0,WR,7-Jan,WillMi07
103,Mike Williams,0,8,0,0,4,Sun,14,15,12/18/2022,28-075,LAC,,TEN,W 17-14,4,0,67,67,0,0,0,0,0,0,0,0,,0,0,8,4,67,16.8,0,50,8.4,4,0,0,0,,0,0,,0,0,0,WR,7-Jan,WillMi07
104,Mike Williams,0,6,0,1,6,Sun,13,14,12/11/2022,28-068,LAC,,MIA,W 23-17,6,0,116,116,0,0,0,0,0,0,0,0,,0,0,6,6,116,19.3,1,100,19.3,4,1,0,0,,0,0,,0,0,6,WR,7-Jan,WillMi07
105,Mike Williams,0,1,0,0,1,Sun,10,11,11/20/2022,28-047,LAC,,KAN,L 27-30,1,0,15,15,0,0,0,0,0,0,0,0,,0,0,1,1,15,15,0,100,15,1,0,0,0,,0,0,,0,0,0,WR,7-Jan,WillMi07
106,Mike Williams,0,9,0,1,7,Sun,7,7,10/23/2022,28-019,LAC,,SEA,L 23-37,7,0,86,86,0,0,0,0,0,0,0,0,,0,0,9,7,86,12.3,1,77.8,9.6,5,1,0,0,,0,0,,0,0,6,WR,7-Jan,WillMi07
107,Mike Williams,0,6,0,0,2,Mon,6,6,10/17/2022,28-013,LAC,,DEN,W 19-16 (OT),2,0,17,17,0,0,0,0,0,0,0,0,,0,,6,2,17,8.5,0,33.3,2.8,,0,0,0,,0,0,,0,0,0,WR,7-Jan,WillMi07
108,Mike Williams,0,13,0,0,10,Sun,5,5,10/9/2022,28-005,LAC,@,CLE,W 30-28,10,0,134,134,0,0,0,0,0,0,0,0,,0,0,13,10,134,13.4,0,76.9,10.3,6,0,0,0,,0,0,,0,0,0,WR,7-Jan,WillMi07
109,Mike Williams,0,11,0,0,7,Sun,4,4,10/2/2022,27-363,LAC,@,HOU,W 34-24,7,0,120,120,0,0,0,0,0,0,0,0,,0,0,11,7,120,17.1,0,63.6,10.9,5,0,0,0,,0,0,,0,0,0,WR,7-Jan,WillMi07
110,Mike Williams,0,6,0,1,1,Sun,3,3,9/25/2022,27-356,LAC,,JAX,L 10-38,1,0,15,15,0,0,0,0,0,0,0,0,,0,0,6,1,15,15,1,16.7,2.5,1,1,0,0,,0,0,,0,0,6,WR,7-Jan,WillMi07
111,Mike Williams,0,10,0,1,8,Thu,2,2,9/15/2022,27-346,LAC,@,KAN,L 24-27,8,0,113,113,0,0,0,0,0,0,0,0,,0,0,10,8,113,14.1,1,80,11.3,4,1,0,0,,0,0,,0,0,6,WR,7-Jan,WillMi07
112,Mike Williams,0,4,0,0,2,Sun,1,1,9/11/2022,27-342,LAC,,LVR,W 24-19,2,0,10,10,0,0,0,0,0,0,0,0,,0,,4,2,10,5,0,50,2.5,,0,0,0,,0,0,,0,0,0,WR,7-Jan,WillMi07
113,Maxx Williams,0,2,0,0,2,Sun,14,15,12/18/2022,28-250,ARI,@,DEN,L 15-24,2,0,11,11,0,0,0,0,0,0,0,0,,0,,2,2,11,5.5,0,100,5.5,,0,0,0,,0,0,,0,0,0,TE,Feb-55,WillMa04
114,Maxx Williams,0,1,0,0,1,Mon,11,11,11/21/2022,28-223,ARI,,SFO,L 10-38,1,0,7,7,0,0,0,0,0,0,0,0,,0,,1,1,7,7,0,100,7,,0,0,0,,0,0,,0,0,0,TE,Feb-55,WillMa04
115,Kyren Williams,7,2,0,0,8,Sun,10,11,11/20/2022,22-086,LAR,@,NOR,L 20-27,8,36,44,44,0,0,0,0,0,0,7,36,5.1,0,2,2,1,8,8,0,50,4,1,0,0,0,,0,0,,0,0,0,RB,5-164,WillKy02
116,Kyren Williams,1,3,0,0,4,Sun,9,10,11/13/2022,22-079,LAR,,ARI,L 17-27,4,9,39,39,0,0,0,0,0,0,1,9,9,0,0,3,3,30,10,0,100,10,3,0,0,0,,0,0,,0,0,0,RB,5-164,WillKy02
117,Kyren Williams,11,3,0,0,14,Sun,11,12,11/27/2022,22-093,LAR,@,KAN,L 10-26,14,35,60,60,0,0,0,0,0,0,11,35,3.2,0,1,3,3,25,8.3,0,100,8.3,1,0,0,0,,0,0,,0,0,0,RB,5-164,WillKy02
118,Kyren Williams,3,1,0,0,3,Sun,12,13,12/4/2022,22-100,LAR,,SEA,L 23-27,3,9,9,9,0,0,0,0,0,0,3,9,3,0,1,1,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,RB,5-164,WillKy02
119,Kyren Williams,2,0,0,0,2,Mon,14,15,12/19/2022,22-115,LAR,@,GNB,L 12-24,2,7,7,7,0,0,0,0,0,0,2,7,3.5,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,5-164,WillKy02
120,Kyren Williams,6,1,0,0,7,Sun,15,16,12/25/2022,22-121,LAR,,DEN,W 51-14,7,18,21,21,0,0,0,0,0,0,6,18,3,0,1,1,1,3,3,0,100,3,0,0,0,0,,0,0,,0,0,0,RB,5-164,WillKy02
121,Kyren Williams,2,0,0,0,2,Sun,16,17,1/1/2023,22-128,LAR,@,LAC,L 10-31,2,6,6,6,0,0,0,0,0,0,2,6,3,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,5-164,WillKy02
122,Kyren Williams,3,2,0,0,4,Thu,13,14,12/8/2022,22-104,LAR,,LVR,W 17-16,4,19,29,29,0,0,0,0,0,0,3,19,6.3,0,1,2,1,10,10,0,50,5,0,0,0,0,,0,0,,0,0,0,RB,5-164,WillKy02
123,Jonathan Williams,14,2,0,0,16,Sun,17,18,1/8/2023,28-340,WAS,,DAL,W 26-6,16,32,41,41,0,0,0,0,0,0,14,32,2.3,0,,2,2,9,4.5,0,100,4.5,,0,0,0,,0,0,,0,0,0,RB,5-156,WillJo07
124,Jonathan Williams,9,5,0,0,12,Sun,16,17,1/1/2023,28-333,WAS,,CLE,L 10-24,12,30,33,33,0,0,0,0,0,0,9,30,3.3,0,1,5,3,3,1,0,60,0.6,1,0,0,0,,0,0,,0,0,0,RB,5-156,WillJo07
125,Jonathan Williams,3,3,0,0,5,Sat,15,16,12/24/2022,28-325,WAS,@,SFO,L 20-37,5,13,41,41,0,0,0,0,0,0,3,13,4.3,0,0,3,2,28,14,0,66.7,9.3,1,0,0,0,,0,0,,0,0,0,RB,5-156,WillJo07
126,Jonathan Williams,1,0,0,0,1,Sun,13,13,12/4/2022,28-305,WAS,@,NYG,T 20-20 (OT),1,1,1,1,0,0,0,0,0,0,1,1,1,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,5-156,WillJo07
127,Jonathan Williams,4,0,0,0,4,Sun,12,12,11/27/2022,28-298,WAS,,ATL,W 19-13,4,22,22,22,0,0,0,0,0,0,4,22,5.5,0,2,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-156,WillJo07
128,Jonathan Williams,5,0,0,0,5,Sun,4,4,10/2/2022,28-242,WAS,@,DAL,L 10-25,5,48,48,48,0,0,0,0,0,0,5,48,9.6,0,2,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-156,WillJo07
129,Jonathan Williams,1,0,0,0,1,Sun,3,3,9/25/2022,28-235,WAS,,PHI,L 8-24,1,6,6,6,0,0,0,0,0,0,1,6,6,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-156,WillJo07
130,Javonte Williams,10,1,0,0,11,Sun,4,4,10/2/2022,22-160,DEN,@,LVR,L 23-32,11,28,27,27,0,0,0,0,0,0,10,28,2.8,0,2,1,1,-1,-1,0,100,-1,0,0,0,0,,0,0,,0,0,0,RB,Feb-35,WillJa10
131,Javonte Williams,15,5,0,0,18,Sun,3,3,9/25/2022,22-153,DEN,,SFO,W 11-10,18,58,60,60,0,0,0,0,0,0,15,58,3.9,0,1,5,3,2,0.7,0,60,0.4,0,0,0,0,,0,0,,0,0,0,RB,Feb-35,WillJa10
132,Javonte Williams,15,4,0,0,16,Sun,2,2,9/18/2022,22-146,DEN,,HOU,W 16-9,16,75,85,85,0,0,0,0,0,0,15,75,5,0,3,4,1,10,10,0,25,2.5,1,0,0,0,,0,0,,0,0,0,RB,Feb-35,WillJa10
133,Javonte Williams,7,12,1,0,18,Mon,1,1,9/12/2022,22-140,DEN,@,SEA,L 16-17,18,43,108,108,0,1,0,0,0,0,7,43,6.1,0,3,12,11,65,5.9,0,91.7,5.4,3,0,0,0,,0,0,,0,0,0,RB,Feb-35,WillJa10
134,Jameson Williams,1,3,0,0,1,Sun,16,17,1/1/2023,21-281,DET,,CHI,W 41-10,1,40,40,40,0,0,0,0,0,0,1,40,40,0,1,3,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,WR,12-Jan,WillJa11
135,Jameson Williams,0,2,0,1,1,Sun,13,14,12/11/2022,21-260,DET,,MIN,W 34-23,1,0,41,41,0,0,0,0,0,0,0,0,,0,0,2,1,41,41,1,50,20.5,1,1,0,0,,0,0,,0,0,6,WR,12-Jan,WillJa11
136,Jamaal Williams,16,0,0,2,16,Sun,17,18,1/8/2023,27-280,DET,@,GNB,W 20-16,16,72,72,72,0,0,0,0,0,0,16,72,4.5,2,5,0,0,0,,0,,,0,2,0,0,,0,0,,0,0,12,RB,4-134,WillJa06
137,Jamaal Williams,22,1,0,1,23,Sun,16,17,1/1/2023,27-273,DET,,CHI,W 41-10,23,144,157,157,0,0,0,0,0,0,22,144,6.5,1,5,1,1,13,13,0,100,13,1,1,0,0,,0,0,,0,0,6,RB,4-134,WillJa06
138,Jamaal Williams,7,2,0,0,9,Sat,15,16,12/24/2022,27-265,DET,@,CAR,L 23-37,9,11,14,14,0,0,0,0,0,0,7,11,1.6,0,1,2,2,3,1.5,0,100,1.5,0,0,0,0,,0,0,,0,0,0,RB,4-134,WillJa06
139,Jamaal Williams,13,0,0,0,13,Sun,14,15,12/18/2022,27-259,DET,@,NYJ,W 20-17,13,33,33,33,0,0,0,0,0,0,13,33,2.5,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,4-134,WillJa06
140,Jamaal Williams,16,1,0,0,16,Sun,13,14,12/11/2022,27-252,DET,,MIN,W 34-23,16,37,37,37,0,0,0,0,0,0,16,37,2.3,0,,1,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,RB,4-134,WillJa06
141,Jamaal Williams,11,0,0,1,11,Sun,12,13,12/4/2022,27-245,DET,,JAX,W 40-14,11,35,35,35,0,0,0,0,0,0,11,35,3.2,1,5,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,RB,4-134,WillJa06
142,Jamaal Williams,18,0,1,1,18,Thu,11,12,11/24/2022,27-235,DET,,BUF,L 25-28,18,66,66,66,0,1,0,0,0,0,18,66,3.7,1,4,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,RB,4-134,WillJa06
143,Jamaal Williams,17,0,0,3,17,Sun,10,11,11/20/2022,27-231,DET,@,NYG,W 31-18,17,64,64,64,0,0,0,0,0,0,17,64,3.8,3,6,0,0,0,,0,,,0,3,0,0,,0,0,,0,0,18,RB,4-134,WillJa06
144,Jamaal Williams,16,0,0,1,16,Sun,9,10,11/13/2022,27-224,DET,@,CHI,W 31-30,16,59,59,59,0,0,0,0,0,0,16,59,3.7,1,5,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,RB,4-134,WillJa06
145,Jamaal Williams,24,0,0,0,24,Sun,8,9,11/6/2022,27-217,DET,,GNB,W 15-9,24,81,81,81,0,0,0,0,0,0,24,81,3.4,0,4,0,0,0,,0,,,0,0,0,0,,0,0,,1,0,2,RB,4-134,WillJa06
146,Jamaal Williams,10,3,0,2,13,Sun,7,8,10/30/2022,27-210,DET,,MIA,L 27-31,13,53,76,76,0,0,0,0,0,0,10,53,5.3,2,5,3,3,23,7.7,0,100,7.7,2,2,0,0,,0,0,,0,0,12,RB,4-134,WillJa06
147,Jamaal Williams,15,1,2,0,16,Sun,6,7,10/23/2022,27-203,DET,@,DAL,L 6-24,16,79,83,83,0,2,0,0,0,0,15,79,5.3,0,5,1,1,4,4,0,100,4,0,0,0,0,,0,0,,0,0,0,RB,4-134,WillJa06
148,Jamaal Williams,15,0,0,0,15,Sun,5,5,10/9/2022,27-189,DET,@,NWE,L 0-29,15,56,56,56,0,0,0,0,0,0,15,56,3.7,0,3,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,4-134,WillJa06
149,Jamaal Williams,19,3,0,2,20,Sun,4,4,10/2/2022,27-182,DET,,SEA,L 45-48,20,108,109,109,0,0,0,0,0,0,19,108,5.7,2,5,3,1,1,1,0,33.3,0.3,0,2,0,0,,0,0,,0,0,12,RB,4-134,WillJa06
150,Jamaal Williams,20,2,0,2,22,Sun,3,3,9/25/2022,27-175,DET,@,MIN,L 24-28,22,87,107,107,0,0,0,0,0,0,20,87,4.4,2,6,2,2,20,10,0,100,10,1,2,0,0,,0,0,,0,0,12,RB,4-134,WillJa06
151,Jamaal Williams,12,1,0,0,13,Sun,2,2,9/18/2022,27-168,DET,,WAS,W 36-27,13,53,60,60,0,0,0,0,0,0,12,53,4.4,0,2,1,1,7,7,0,100,7,0,0,0,0,,0,0,,0,0,0,RB,4-134,WillJa06
152,Jamaal Williams,11,2,0,2,12,Sun,1,1,9/11/2022,27-161,DET,,PHI,L 35-38,12,28,30,30,0,0,0,0,0,0,11,28,2.5,2,3,2,1,2,2,0,50,1,0,2,0,0,,0,0,,0,0,12,RB,4-134,WillJa06
153,Avery Williams,4,0,0,0,4,Sun,17,18,1/8/2023,24-177,ATL,,TAM,W 30-17,4,12,12,29,17,0,0,0,0,0,4,12,3,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
154,Avery Williams,1,1,0,0,2,Sun,16,17,1/1/2023,24-170,ATL,,ARI,W 20-19,2,-2,0,23,23,0,0,0,0,0,1,-2,-2,0,,1,1,2,2,0,100,2,,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
155,Avery Williams,3,2,0,0,5,Sat,15,16,12/24/2022,24-162,ATL,@,BAL,L 9-17,5,16,30,65,35,0,0,0,0,0,3,16,5.3,0,1,2,2,14,7,0,100,7,1,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
156,Avery Williams,0,2,0,0,2,Sun,14,15,12/18/2022,24-156,ATL,@,NOR,L 18-21,2,0,10,26,16,0,0,0,0,0,0,0,,0,0,2,2,10,5,0,100,5,1,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
157,Avery Williams,4,0,0,0,4,Thu,10,10,11/10/2022,24-118,ATL,@,CAR,L 15-25,4,25,25,48,23,0,0,0,0,0,4,25,6.3,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
158,Avery Williams,0,1,0,0,1,Sun,9,9,11/6/2022,24-114,ATL,,LAC,L 17-20,1,0,2,2,0,0,0,0,0,0,0,0,,0,,1,1,2,2,0,100,2,,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
159,Avery Williams,0,2,0,0,2,Sun,8,8,10/30/2022,24-107,ATL,,CAR,W 37-34 (OT),2,0,7,100,93,0,0,0,0,0,0,0,,0,0,2,2,7,3.5,0,100,3.5,1,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
160,Avery Williams,1,1,0,0,1,Sun,7,7,10/23/2022,24-100,ATL,@,CIN,L 17-35,1,4,4,68,64,0,0,0,0,0,1,4,4,0,,1,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
161,Avery Williams,2,1,0,0,3,Sun,6,6,10/16/2022,24-093,ATL,,SFO,W 28-14,3,6,8,84,76,0,0,0,0,0,2,6,3,0,,1,1,2,2,0,100,2,,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
162,Avery Williams,3,2,0,1,5,Sun,5,5,10/9/2022,24-086,ATL,@,TAM,L 15-21,5,11,21,118,97,0,0,0,0,0,3,11,3.7,1,1,2,2,10,5,0,100,5,0,1,0,0,,0,0,,0,0,6,RB,5-183,WillAv02
163,Avery Williams,1,0,0,0,1,Sun,4,4,10/2/2022,24-079,ATL,,CLE,W 23-20,1,21,21,39,18,0,0,0,0,0,1,21,21,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
164,Avery Williams,1,0,0,0,1,Sun,3,3,9/25/2022,24-072,ATL,@,SEA,W 27-23,1,9,9,15,6,0,0,0,0,0,1,9,9,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
165,Avery Williams,0,1,0,0,1,Sun,2,2,9/18/2022,24-065,ATL,@,LAR,L 27-31,1,0,6,6,0,0,0,0,0,0,0,0,,0,,1,1,6,6,0,100,6,,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
166,Avery Williams,2,1,0,0,3,Sun,1,1,9/11/2022,24-058,ATL,,NOR,L 26-27,3,7,15,57,42,0,0,0,0,0,2,7,3.5,0,,1,1,8,8,0,100,8,,0,0,0,,0,0,,0,0,0,RB,5-183,WillAv02
167,Jordan Wilkins,6,2,0,0,8,Sun,16,17,1/1/2023,28-167,IND,@,NYG,L 10-38,8,23,37,37,0,0,0,0,0,0,6,23,3.8,0,0,2,2,14,7,0,100,7,1,0,0,0,,0,0,,0,0,0,RB,5-169,WilkJo01
168,Jordan Wilkins,1,1,0,0,1,Mon,15,16,12/26/2022,28-161,IND,,LAC,L 3-20,1,4,4,4,0,0,0,0,0,0,1,4,4,0,,1,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,RB,5-169,WilkJo01
169,Jordan Wilkins,3,0,0,0,3,Sun,10,10,11/13/2022,28-118,IND,@,LVR,W 25-20,3,18,18,18,0,0,0,0,0,0,3,18,6,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-169,WilkJo01
170,Jordan Wilkins,3,5,0,0,7,Sun,9,9,11/6/2022,28-111,IND,@,NWE,L 3-26,7,13,28,28,0,0,0,0,0,0,3,13,4.3,0,1,5,4,15,3.8,0,80,3,0,0,0,0,,0,0,,0,0,0,RB,5-169,WilkJo01
171,Zamir White,2,0,0,0,2,Sun,4,4,10/2/2022,23-014,LVR,,DEN,W 32-23,2,24,24,24,0,0,0,0,0,0,2,24,12,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
172,Zamir White,1,0,0,0,1,Sun,2,2,9/18/2022,23-000,LVR,,ARI,L 23-29 (OT),1,2,2,2,0,0,0,0,0,0,1,2,2,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
173,Zamir White,1,0,0,0,1,Mon,5,5,10/10/2022,23-022,LVR,@,KAN,L 29-30,1,-7,-7,-7,0,0,0,0,0,0,1,-7,-7,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
174,Zamir White,1,0,0,0,1,Sun,6,7,10/23/2022,23-035,LVR,,HOU,W 38-20,1,2,2,2,0,0,0,0,0,0,1,2,2,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
175,Zamir White,1,0,0,0,1,Sun,8,9,11/6/2022,23-049,LVR,@,JAX,L 20-27,1,-1,-1,-1,0,0,0,0,0,0,1,-1,-1,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
176,Zamir White,2,0,0,0,2,Sun,9,10,11/13/2022,23-056,LVR,,IND,L 20-25,2,-1,-1,-1,0,0,0,0,0,0,2,-1,-0.5,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
177,Zamir White,2,0,0,0,2,Sun,12,13,12/4/2022,23-077,LVR,,LAC,W 27-20,2,6,6,6,0,0,0,0,0,0,2,6,3,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
178,Zamir White,3,0,0,0,3,Thu,13,14,12/8/2022,23-081,LVR,@,LAR,L 16-17,3,9,9,9,0,0,0,0,0,0,3,9,3,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
179,Zamir White,1,0,0,0,1,Sun,14,15,12/18/2022,23-091,LVR,,NWE,W 30-24,1,4,4,4,0,0,0,0,0,0,1,4,4,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
180,Zamir White,1,0,0,0,1,Sat,17,18,1/7/2023,23-111,LVR,,KAN,L 13-31,1,4,4,4,0,0,0,0,0,0,1,4,4,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
181,Zamir White,2,0,0,0,2,Sun,11,12,11/27/2022,23-070,LVR,@,SEA,W 40-34 (OT),2,28,28,28,0,0,0,0,0,0,2,28,14,0,2,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,4-122,WhitZa01
182,Rachaad White,4,3,0,0,7,Thu,8,8,10/27/2022,23-288,TAM,,BAL,L 22-27,7,19,43,43,0,0,0,0,0,0,4,19,4.8,0,1,3,3,24,8,0,100,8,2,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
183,Rachaad White,6,2,0,0,8,Sun,1,1,9/11/2022,23-242,TAM,@,DAL,W 19-3,8,14,21,21,0,0,0,0,0,0,6,14,2.3,0,1,2,2,7,3.5,0,100,3.5,0,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
184,Rachaad White,2,2,0,0,2,Sun,2,2,9/18/2022,23-249,TAM,@,NOR,W 20-10,2,1,1,1,0,0,0,0,0,0,2,1,0.5,0,,2,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
185,Rachaad White,3,5,1,1,8,Sun,4,4,10/2/2022,23-263,TAM,,KAN,L 31-41,8,6,56,107,51,1,0,0,0,0,3,6,2,1,2,5,5,50,10,0,100,10,3,1,0,0,,0,0,,0,0,6,RB,Mar-91,WhitRa01
186,Rachaad White,5,4,0,0,8,Sun,5,5,10/9/2022,23-270,TAM,,ATL,W 21-15,8,14,42,60,18,0,0,0,0,0,5,14,2.8,0,4,4,3,28,9.3,0,75,7,1,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
187,Rachaad White,4,4,0,0,7,Sun,6,6,10/16/2022,23-277,TAM,@,PIT,L 18-20,7,12,23,77,54,0,0,0,0,0,4,12,3,0,0,4,3,11,3.7,0,75,2.8,2,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
188,Rachaad White,6,2,0,0,7,Sun,7,7,10/23/2022,23-284,TAM,@,CAR,L 3-21,7,24,32,78,46,0,0,0,0,0,6,24,4,0,1,2,1,8,8,0,50,4,0,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
189,Rachaad White,8,3,0,0,11,Sun,9,9,11/6/2022,23-298,TAM,,LAR,W 16-13,11,27,34,59,25,0,0,0,0,0,8,27,3.4,0,0,3,3,7,2.3,0,100,2.3,1,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
190,Rachaad White,14,9,0,0,23,Sun,11,12,11/27/2022,23-319,TAM,@,CLE,L 17-23 (OT),23,64,109,109,0,0,0,0,0,0,14,64,4.6,0,2,9,9,45,5,0,100,5,0,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
191,Rachaad White,9,8,1,1,15,Mon,12,13,12/5/2022,23-327,TAM,,NOR,W 17-16,15,28,69,69,0,1,0,0,0,0,9,28,3.1,0,0,8,6,41,6.8,1,75,5.1,2,1,0,0,,0,0,,0,0,6,RB,Mar-91,WhitRa01
192,Rachaad White,13,5,1,0,18,Sun,13,14,12/11/2022,23-333,TAM,@,SFO,L 7-35,18,56,77,77,0,1,0,0,0,0,13,56,4.3,0,3,5,5,21,4.2,0,100,4.2,0,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
193,Rachaad White,11,2,0,0,12,Sun,14,15,12/18/2022,23-340,TAM,,CIN,L 23-34,12,38,43,43,0,0,0,0,0,0,11,38,3.5,0,2,2,1,5,5,0,50,2.5,0,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
194,Rachaad White,7,4,0,1,11,Sun,15,16,12/25/2022,23-347,TAM,@,ARI,W 19-16 (OT),11,36,53,53,0,0,0,0,0,0,7,36,5.1,0,2,4,4,17,4.3,1,100,4.3,1,1,0,0,,0,0,,0,0,6,RB,Mar-91,WhitRa01
195,Rachaad White,11,5,0,0,16,Sun,16,17,1/1/2023,23-354,TAM,,CAR,W 30-24,16,22,48,48,0,0,0,0,0,0,11,22,2,0,1,5,5,26,5.2,0,100,5.2,1,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
196,Rachaad White,4,0,0,0,4,Sun,17,18,1/8/2023,23-361,TAM,@,ATL,L 17-30,4,15,15,15,0,0,0,0,0,0,4,15,3.8,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
197,Rachaad White,22,0,0,0,22,Sun,10,10,11/13/2022,23-305,TAM,,SEA,W 21-16,22,105,105,135,30,0,0,0,0,0,22,105,4.8,0,7,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,Mar-91,WhitRa01
198,Mike White,3,0,0,1,3,Sun,12,13,12/4/2022,27-254,NYJ,@,MIN,L 22-27,3,373,7,7,0,0,0,0,0,0,3,7,2.3,1,2,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,QB,5-171,WhitMi01
