Rk,Season,Team,Cmp,Cmp,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Att,Yds,Y/A,TD
775,2013,SFO,244,345,397,16,12,4,0,.750,406,272,134,244,417,173,58.5,2979,21,8,5.0,1.9,91.7,39,231,8.55,7.1,6.53,7.29,6.66,12.2,345,585,59.0,3536,19,38,283,18,76.4,397,1535,3.9,11
776,2000,MIA,243,282,417,16,11,5,0,.688,323,226,97,243,421,178,57.7,2567,15,17,3.6,4.0,72.2,28,153,6.24,6.1,5.72,4.99,4.68,10.6,282,530,53.2,2900,13,48,270,28,57.5,417,1736,4.2,9
777,2011,JAX,240,326,435,16,5,11,0,.313,243,329,-86,240,469,229,51.2,2179,12,15,2.6,3.2,62.2,44,331,8.58,4.6,4.25,3.72,3.40,9.1,326,513,63.5,3341,21,31,213,17,83.7,435,1667,3.8,14
778,2008,CLE,238,286,541,16,4,12,0,.250,232,350,-118,238,488,250,48.8,2380,11,20,2.3,4.1,54.8,24,157,4.69,4.9,4.65,3.48,3.32,10.0,286,446,64.1,3273,19,17,90,23,79.7,541,2431,4.5,16
779,2000,TAM,237,339,398,16,10,6,0,.625,388,269,119,237,433,196,54.7,2583,18,13,4.2,3.0,76.2,38,241,8.07,6.0,5.48,5.45,5.01,10.9,339,594,57.1,3152,15,55,332,25,65.0,398,1648,4.1,12
780,2002,HOU,235,281,509,16,4,12,0,.250,213,356,-143,235,447,212,52.6,2225,11,15,2.5,3.4,64.7,76,411,14.53,5.0,4.25,3.96,3.38,9.5,281,512,54.9,3141,23,35,237,10,82.1,509,2089,4.1,14
781,2001,WAS,235,262,484,16,8,8,0,.500,256,303,-47,235,432,197,54.4,2487,13,13,3.0,3.0,71.1,38,229,8.09,5.8,5.29,5.00,4.60,10.6,262,473,55.4,2977,19,25,139,23,68.8,484,1869,3.9,10
782,2003,ATL,230,323,499,16,5,11,0,.313,299,422,-123,230,460,230,50.0,2408,14,21,3.0,4.6,58.7,35,223,7.07,5.2,4.86,3.79,3.52,10.5,323,508,63.6,3800,28,36,205,15,94.0,499,2308,4.6,21
783,2005,PIT,228,315,402,16,11,5,0,.688,389,258,131,228,379,151,60.2,2926,21,14,5.5,3.7,89.4,32,178,7.79,7.7,7.12,7.17,6.61,12.8,315,549,57.4,3168,15,47,312,15,74.0,402,1376,3.4,10
784,2004,PIT,228,269,357,16,15,1,0,.938,372,251,121,228,358,130,63.7,2720,20,13,5.6,3.6,93.2,36,250,9.14,7.6,6.90,7.08,6.43,11.9,269,484,55.6,2835,14,41,225,19,68.0,357,1299,3.6,8
785,2006,TEN,226,335,506,16,8,8,0,.500,324,400,-76,226,447,221,50.6,2596,13,19,2.9,4.3,61.8,29,152,6.09,5.8,5.45,4.48,4.20,11.5,335,530,63.2,3602,24,26,148,17,86.0,506,2313,4.6,20
786,2022,CHI,223,323,542,17,3,14,0,.176,326,463,-137,223,377,154,59.2,2219,19,15,5.0,4.0,80.3,58,379,13.33,5.9,5.10,5.10,4.42,10.0,323,481,67.2,3716,22,20,124,14,94.4,542,2674,4.9,31
787,2008,OAK,222,266,542,16,5,11,0,.313,263,388,-125,222,421,199,52.7,2369,13,11,3.1,2.6,71.6,39,270,8.48,5.6,5.15,5.07,4.64,10.7,266,471,56.5,3220,20,32,188,16,79.3,542,2555,4.7,23
788,2006,ATL,222,321,442,16,7,9,0,.438,292,328,-36,222,416,194,53.4,2371,21,15,5.0,3.6,75.2,47,311,10.15,5.7,5.12,5.09,4.57,10.7,321,515,62.3,3668,20,37,235,12,88.8,442,1657,3.7,14
789,2009,CLE,219,313,506,16,5,11,0,.313,245,375,-130,219,443,224,49.4,2076,11,18,2.5,4.1,55.8,30,179,6.34,4.7,4.39,3.35,3.14,9.5,313,526,59.5,3915,22,40,234,10,90.6,506,2314,4.6,15
790,2005,CHI,219,313,443,16,11,5,0,.688,260,202,58,219,418,199,52.4,2002,11,15,2.6,3.6,61.5,31,199,6.90,4.8,4.46,3.70,3.45,9.1,313,550,56.9,2872,10,41,275,24,61.2,443,1637,3.7,9
791,2011,DEN,217,333,488,16,8,8,0,.500,309,390,-81,217,429,212,50.6,2434,20,13,4.7,3.0,73.5,42,274,8.92,5.7,5.17,5.24,4.77,11.2,333,534,62.4,3704,24,41,283,9,93.1,488,2021,4.1,11
792,2004,ATL,217,328,434,16,11,5,0,.688,340,337,3,217,395,178,54.9,2412,15,16,3.8,4.1,72.0,50,280,11.24,6.1,5.42,5.04,4.48,11.1,328,517,63.4,3526,19,48,312,19,82.8,434,1681,3.9,20
793,2003,BAL,217,296,448,16,10,6,0,.625,391,281,110,217,415,198,52.3,2255,16,19,3.9,4.6,64.7,42,262,9.19,5.4,4.93,4.14,3.76,10.4,296,531,55.7,2805,19,47,353,24,66.4,448,1536,3.4,6
794,2000,PIT,217,280,425,16,9,7,0,.563,321,255,66,217,439,222,49.4,2518,12,10,2.7,2.3,68.9,43,220,8.92,5.7,5.22,5.26,4.79,11.6,280,521,53.7,3020,13,39,229,17,67.6,425,1693,4.0,9
795,2009,NYJ,210,259,420,16,9,7,0,.563,348,236,112,210,393,183,53.4,2380,12,21,3.1,5.3,62.0,30,216,7.09,6.1,5.63,4.26,3.96,11.3,259,501,51.7,2459,8,32,245,17,58.8,420,1578,3.8,11
796,2001,DAL,210,287,472,16,5,11,0,.313,246,338,-92,210,413,203,50.8,2218,14,20,3.4,4.8,59.9,34,190,7.61,5.4,4.96,3.87,3.57,10.6,287,489,58.7,2889,20,24,130,9,82.7,472,1710,3.6,12
797,2000,CIN,207,318,504,16,4,12,0,.250,185,359,-174,207,454,247,45.6,1946,6,14,1.3,3.1,52.0,52,273,10.28,4.3,3.85,3.16,2.84,9.4,318,538,59.1,3562,26,26,168,9,89.4,504,1925,3.8,12
798,2005,SFO,204,374,486,16,4,12,0,.250,239,428,-189,204,389,185,52.4,1898,8,21,2.1,5.4,53.6,48,292,10.98,4.9,4.34,2.86,2.55,9.3,374,576,64.9,4427,28,28,193,16,94.2,486,1832,3.8,19
